Address Line 1,Address Line 2,City,Country,URL 1,URL 2,URL 3
Metro Petroleum Limited,View Park Towers Utalii Lane,,Nairobi,Kenya,http://www.commonwealthofnations.org/organisations/metro_petroleum_ltd/,http://www.commonwealthofnations.org/organisations/metro_petroleum_ltd/,https://www.kenyaplex.com/business-directory/13258-metro-petroleum-ltd-nairobi.aspx
Forces Equipment Kenya Ltd,"Alpha Centre Unit 5 & 6, Mombasa Road",,Nairobi,Kenya,http://20100518013415073.en.hisupplier.com/,http://www.businesslist.co.ke/company/50716/forces-equipment-kenya-ltd
Unique Engineers,Solai Road,,Nairobi,Kenya,http://uniqueengineers.net/careers.php,http://uniqueengineers.net/careers.php,http://uniqueengineers.net/careers.php
Sound Creation Ltd,"Mpaka House Mpaka Road,Westlands",,Nairobi,Kenya,https://www.facebook.com/soundcreationsltdnairobikenya/about/,https://www.facebook.com/soundcreationsltdnairobikenya/about/
H.W. Gichohi & Company,"Allimex Plaza Nkuruhma Road, South C",Next To St. James Hospital,Nairobi,Kenya,http://www.clyc.org/,
Gateway Telecommunications (Kenya) Limited,Rahimtulla Towers Upper Hill Road,Upper Hill,Nairobi,Kenya,http://www.satsig.net/africa/gateway/gateway-communications.htm,https://en.wikipedia.org/wiki/Gateway_Communications,http://companydata.inoxico.com/research-reports/Kenya/Gateway-Telecommunications-(Kenya)-Limited%2509/
Water Africa International Ltd,Enterprise Road,Next To G.M & Softa,Nairobi,Kenya,https://softkenya.com/directory/water-africa-international-ltd/,https://softkenya.com/directory/water-africa-international-ltd/,http://yellow.co.ke/water-africa-international-ltd-nairobi
Nokia Siemens Networks Kenya,Ground Floor Nairobi Business Park,"Unit A, Ngong Road",Nairobi,Kenya,http://www.cellular-news.com/story/48706.php,https://networks.nokia.com/ke/directory
Colour Labels Limited,"Industrial Area City Square,  Plot No. 209 / 4067",Nanyuki Road Opposite Oil Libya,Nairobi,Kenya,,
Ilamaiyo Foundation,Kenyatta Avenue,,Nanyuki,Kenya,https://mobile.twitter.com/ILAMAIYO/status/18261596847,https://mobile.twitter.com/ilamaiyo,https://m.facebook.com/ILAMAIYO-Foundation-109301545789288/
Analysys Strategies And Associates,Lenana Road,,Nairobi,Kenya,http://www.strategicbusinessassoc.com/,http://www.payscale.com/research/US/Job%3DStrategy_Associate/Salary,https://www.bbb.org/snakeriver/business-reviews/market-research-and-analysis/strategic-research-associates-in-spokane-wa-64002058
Ukambani Christian Cbo,Makindu,,Nairobi,Kenya,http://www.christianvolunteering.org/org/yatta-community-development-assistance-programm.jsp,https://ccda.org/,http://www.biovision.ch/fileadmin/pdf/d/services/downloads/organic_farmer/org_farmer96_13_red.pdf
Corrington Business Systems Limited,"Choromo Court, 1St Floor Chiromo Road",Chiroma Cresent,Nairobi,Kenya,https://softkenya.com/directory/corrington-business-systems/,https://www.kenyaplex.com/business-directory/13854-corrington-business-systems-nairobi.aspx
Regional Centre For Health And Development,"Ring Road, Kachok",,Kisumu,Kenya,,
"Kituo Cha Sheria, Mombasa Chapter",Fidelity House Kaunda Ave,,Mombasa,Kenya,,
Enerkom Group Ltd,Mama Ngina Street,,Nairobi,Kenya,https://www.thestreet.com/story/11208308/2/american-energy-group-ltd-to-present-at-enercom8217s-the-oil-and-gas-conference174-16-on-august-16-2011.html,http://www.stfa.com/en/,https://www.companybooknetworking.com/KE0000000850529425/Sebby%2520Mwaniki
Eastleigh Business District Association,Eastleigh 7Th Street 1St Avenue,,Nairobi,Kenya,http://nepjournal.com/tag/eastleigh-business-district-association-chairman/,http://www.usmuslims.com/Eastleigh%2520Business%2520District%2520Association-haberleri.htm,https://m.facebook.com/Eastleigh-Business-District-Association-422945838081908/
Nones Company Ltd,"Vedic House,  Mama Ngina Street",,Nairobi,Kenya,http://www.businesslist.co.ke/company/100299/nones-co-ltd,https://www.kenyaplex.com/business-directory/18689-nones-company-ltd-nairobi.aspx
Jamaa Resource Initiatives,Kijabe Row,,Nakuru,Kenya,https://business-humanrights.org/en/kenya-jamaa-resource-initiatives-says-women-empowerment-crucial-in-mitigating-impacts-of-geothermal-projects-including-displacement,https://business-humanrights.org/en/kenya-jamaa-resource-initiatives-says-women-empowerment-crucial-in-mitigating-impacts-of-geothermal-projects-including-displacement,https://www.oecdwatch.org/organisations-en/jamaa-resources-initiatives
Quality Inspectors Ltd,"Josem Trust Place,  Bunyala Road",Off Uhuru Highway,Nairobi,Kenya,https://www.kenyaplex.com/business-directory/10529-quality-inspectors-ltd-nairobi.aspx,https://www.kenyaplex.com/business-directory/10529-quality-inspectors-ltd-nairobi.aspx
Mega Pack (K) Ltd,Stanely Mathenge Road,Opp Ncpb,Nakuru,Kenya,http://www.hoovers.com/company-information/cs/company-profile.mega_pack_(k)_ltd.be898ac69ddf41f7.html,https://service.ariba.com/Discovery.aw/ad/profile?key=AN01035412211,https://service.ariba.com/Discovery.aw/ad/profile?key=AN01035412211
Deparment Of Children Services Mogcsd,Moi Road,,Nakuru,Kenya,https://www.in.gov/judiciary/opinions/pdf/12291606en.pdf,http://www.starkjfs.org/children-services-division,https://www.tn.gov/dcs/
Jaabe Ltd,"Pressey House Uhuru Highway, Next To Nakumatt Mega",Opposite Nyayo Stadium,Nairobi,Kenya,,
Panafrican Equipment (Kenya) Ltd,Panafrican Trucks & Equipment Building Uhuru Highway,Bunyala Road,Nairobi,Kenya,https://www.kenyaplex.com/business-directory/5943-pan-african-trucks-and-equipment-kenya-limited-nairobi.aspx,http://panafricangroup.com/index.php/contact_us,http://panafricangroup.com/index.php/contact_us
Kwama Charitable Alliance,Nkubu,,Nairobi,Kenya,https://forums.elderscrollsonline.com/en/discussion/223029/charitable-crafting-co-op-everything-crafted-for-free/p11,https://www.charityjob.co.uk/jobs/chcsop-project-volunteer-needed/414349,https://partners.charity.org/
Mother Child With Aids Support Organization,New Pumwani,,Nairobi,Kenya,https://www.avert.org/professionals/hiv-programming/prevention/prevention-mother-child,http://www.yellowpageskenya.com/site/details/14318,https://softkenya.com/directory/motherchild-aids-support-organizationmocaso/
Bees Diagnostics Limited,Jogoo Road,Mumbi Lane,Nairobi,Kenya,http://ke.viadeo.com/en/profile/william.muendo,https://www.dotmed.com/services/user/124512,https://www.dotmed.com/services/user/124512
Cindy Limited,Riara Road,,Nairobi,Kenya,https://divabycindy.com/products/diva-by-cindy-limited-edition-clothing-ladies-tee-runs-small-4,https://divabycindy.com/products/diva-by-cindy-limited-edition-clothing-ladies-tee-runs-small-2,
Community Initiative Action Group,Versity Plaza,,Kisumu,Kenya,http://www.asanet.org/career-center/grants-and-fellowships/community-action-research-initative,http://ctb.ku.edu/en/table-of-contents/structure/strategic-planning/develop-action-plans/main,https://pk12.mit.edu/mit-community-initiatives/
Cascade Consulting,Kaptagat Road,,Nairobi,Kenya,http://www.cascadecp.com/,http://www.cascadecp.com/,http://www.consultcascade.com/
Haki Africa,Nkrumah Road,,Mombasa,Kenya,http://www.the-star.co.ke/news/2017/05/24/haki-africa-raises-alarm-over-extrajudicial-killings-in-nyali_c1567439,http://www.the-star.co.ke/news/2017/05/24/haki-africa-raises-alarm-over-extrajudicial-killings-in-nyali_c1567439,http://www.www-hakiafrica-org.insideke.com/contact_us
Safe Spaces,Kcc Slum Off Kangundo Road,,Nairobi,Kenya,http://shelteringarmsny.org/safe-space-is-now-sheltering-arms/,https://www.indiegogo.com/projects/no-safe-spaces-college-university,https://en.wikipedia.org/wiki/Safe-space
Addax Kenya Limited,Chaka Place Argwings Kodhek Road,,Nairobi,Kenya,http://whoswho.co.ke/addax-kenya-limited-68941,https://www.kenyaplex.com/business-directory/13227-addax-kenya-ltd-nairobi.aspx,https://www.kenyaplex.com/business-directory/13227-addax-kenya-ltd-nairobi.aspx
Chemid Kenya Ltd,Lunga Lunga Road,"Pate Road, Industrial Area",Nairobi,Kenya,http://www.yellowpageskenya.com/site/details/6164,http://www.yellowpageskenya.com/site/details/6164
Aryuv Agencies Limited,Habo Plaza Jomo Kenyatta Avenue,,Mombasa,Kenya,http://yellow.co.ke/aryuv-agencies-ltd-mombasa,http://yellow.co.ke/aryuv-agencies-ltd-mombasa,https://www.facebook.com/BrighterMondayKenya/posts/1288536254573412
Foodcorp K Ltd,"Peponi Plaza,  Peponi Road",,Nairobi,Kenya,http://www.businesslist.co.ke/company/31333/foodcorp-k-ltd,http://www.yellowpageskenya.com/site/details/36990
Shamas Motor Spares Ltd,Shamas Baricho Road,Homabay Street,Nairobi,Kenya,https://softkenya.com/directory/shamas-motor-spares/,http://www.businesslist.co.ke/company/5703/shamas-motor-spares-ltd,http://www.businesslist.co.ke/company/5703/shamas-motor-spares-ltd
Community Development Consultants,Koinange,,Nairobi,Kenya,https://www.vierbicher.com/planning-community-development/,https://www.vierbicher.com/planning-community-development/,https://georgiaemc.com/georgia-emc/community-economic-development/consultants
Waste Electrical And Electronic Equipment Centre Limited,National Youth Service,"Thika Super Highway, Ruaraka",Nairobi,Kenya,http://worldloop.org/projects/weee_centre/,http://www.weeecentre.com/index.php/11-faqs%3Flimitstart%3D0
Galaxy Paints And Coating Ltd,Lr 209/4236 Kitui Road,Industrial Area,Nairobi,Kenya,http://www.coatings-group.com/eacc/companies-attending,http://bizin.co.ke/eng/galaxy-paints-coatings-ltd-12789,http://www.hoovers.com/company-information/cs/company-profile.galaxy_paints_and_coating_ltd.4f736138f05726d0.html
Tarpo Industries Ltd,"Tarpo Building Road C, Off Enterprise Road",Industrial Area,Nairobi,Kenya,http://tarpo.com/aboutus/our-team/,http://tarpo.com/catalog/
Masosa Construction Limited,"Lr No.1289, Central Kitutu",Daraja Mbili Road,Kisii,Kenya,http://www.yellowpageskenya.com/site/details/6540,https://www.ftaarea.com/company-details-135/1220925.html
Buhler East Africa Ltd,Prosperity House Westlands Road,,Nairobi,Kenya,http://www.kuguru.com/cateres_milling.htm,https://www.africanmillingschool.com/,http://www.businesslist.co.ke/company/75491/buhler-east-africa
Elb East Africa Ltd,Rci Godown No.4,North Airport Road,Nairobi,Kenya,https://panjiva.com/Elb-East-Africa-Ltd/30101380,https://panjiva.com/Elb-East-Africa-Ltd/30101380,http://www.hoovers.com/company-information/cs/company-profile.elb_east_africa_ltd.710c359489560626.html
Jireh Community Based Hiv/Aids Development Group,Arina Estate,,Kisumu,Kenya,|http://copsdata.amfar.org/s/Centre%2520for%2520Integrated%2520Health%2520Programs/John%2520Snow,%2520Inc/U.S.%2520Department%2520of%2520State|,https://www.companybooknetworking.com/industries/all-other-professional-scientific-and-technical-services/kenya/page-1,https://www.ncbi.nlm.nih.gov/pubmed/12349293
Guaranty Trust Bank (Kenya) Limited,Woodvale Close,Westlands,Nairobi,Kenya,https://en.wikipedia.org/wiki/Guaranty_Trust_Bank_(Kenya),http://gtbank.co.ke/home/about-us/,http://gtbank.co.ke/home/about-us/
Indigo Garments Ltd,"Epz Complex,  Thika Road",,Nairobi,Kenya,http://whoswho.co.ke/indigo-garments-ltd-102968,http://whoswho.co.ke/indigo-garments-ltd-102968
Isolutions Associates Ltd,Westlands Business Park,"Chiromo Lane, Westlands Road Junction",Nairobi,Kenya,http://www.healthcareinkenya.com/3052-isolutions-associates,http://isolutions.co.ke/about-us/
Thousand Brands Company Limited,Chiromo House Chiromo Lane,,Nairobi,Kenya,|https://ca.indeed.com/The-Craft-Brand-Company-jobs-in-Kitchener,-ON|,https://www.twothousand.com/,http://err.vip.com/404.html
Development And Community Empowerment  Org,Migori,Nyanza,Kisumu,Kenya,https://sites.google.com/a/kceo.org/kceo/about-us,,
Big Five Africa,Westlands Road,,Nairobi,Kenya,https://www.tripsavvy.com/africas-big-five-safari-animals-1454083,http://www.africanskyhunting.co.za/hunting-big-five.html,http://big5.southafrica.net/
Universal Pharmacy Kenya Limited,"Plot 209/1913/3,  Lunga Lunga Road",Clesoi Road,Nairobi,Kenya,http://www.businesslist.co.ke/company/52138/universal-pharmacy-ltd,https://www.kenyaplex.com/business-directory/13755-universal-pharmacy-k-ltd-nairobi.aspx
Kobian (Kenya) Limited,Lr Plot No 209/4360 Kobian House,Kijabe Street,Nairobi,Kenya,https://www.facebook.com/pages/Kobian-Kenya-Limited-Hq/220103528040050,http://www.healthcareinkenya.com/720-kobian-kenya-ltd,https://www.kenyaplex.com/business-directory/11516-kobian-kenya-ltd-nairobi.aspx
Bona East And Central Africa Ltd,Landhies Road,,Nairobi,Kenya,https://softkenya.com/directory/tag/bona-east-central-africa-ltd/,http://yellow.co.ke/bona-east-central-africa-nairobi-2,http://www.bonarforbo.com/
Farmchem Limited,Airport North Road,Off Mombasa Road,Nairobi,Kenya,https://www.kenyaplex.com/business-directory/38390-farmchem-ltd-industrial-area-nairobi.aspx,https://www.kenyaplex.com/business-directory/38390-farmchem-ltd-industrial-area-nairobi.aspx,https://www.kenyaplex.com/business-directory/15930-farmchem-ltd-nairobi.aspx
Kenya Adhesive Products Ltd,Saramala Street,"Opposite Bramha Samaj, Near The Railway Station",Mombasa,Kenya,http://www.tradekey.com/company/Kenya-Adhesive-Products-Ltd-10157813.html,https://www.kenyaplex.com/business-directory/31654-kenya-adhesive-products-limited-mombasa.aspx
East African Storage Company Ltd,Shimanzi,,Mombasa,Kenya,http://www.advance-africa.com/East-African-Storage-Company-Ltd-Jobs.html,http://www.advance-africa.com/East-African-Storage-Company-Ltd-Jobs.html,https://softkenya.com/directory/east-african-storage-co-ltd/
Keep Hope Alive Foundation Kenya,Githurai,,Nairobi,Kenya,https://about.me/ericotienoolweny,http://orgs.tigweb.org/hope-alive-kenya-initiative,http://medicalkenya.co.ke/2011/08/cancer-foundation-keeps-hope-alive/
Mundu Agricultural Environmental Educational Organization,Kahawa Wendani,,Nairobi,Kenya,https://daeeonline.org/,http://www.agrismundus.eu/,https://www.devex.com/people/nichodemus-m-843815
Mac's Pharmaceuticals Limited,Off Shimo La Tewa Road,Lusaka Road,Nairobi,Kenya,https://softkenya.com/directory/macs-pharmaceuticals-ltd-head-office-branch-2/,http://macspharmaceuticals.co.ke/contact-us,http://macspharmaceuticals.co.ke/
Kabansora Millers Ltd,Kabansora Millers Ltd Building North Airport Road,"(Also Known As Old Airport Road), Off Eastern By Pass",Nairobi,Kenya,https://www.facebook.com/pages/KABANSORA-MILLERS-LTD/587014651358319,http://www.yellowpageskenya.com/site/details/8220
Prince Communications Ltd,"Prince House,  General Mathenge Drive",,Nairobi,Kenya,,
Intergrated Off-Grid Power Solutions Intl,Kalimoni,,Nairobi,Kenya,,,
Nairobi Enterprises Limited,Saachi Plaza B1 Argwings Kodhek Road,Kilimani Past Yaya Centre,Nairobi,Kenya,https://www.kenyaplex.com/business-directory/88455-nel-nairobi-enterprises-limited-nairobi.aspx,http://yellow.co.ke/nairobi-enterprises-limited-nairobi,http://www.healthcareinkenya.com/805-nairobi-enterprises-ltd
Athi River Steel Plant Ltd,67 Muthithi Road,,Nairobi,Kenya,https://softkenya.com/directory/athi-river-steel-plant-ltd-head-office-branch/,https://softkenya.com/directory/athi-river-steel-plant-ltd-head-office-branch/,http://www.athisteel.com/contact-us/
Abochi Chemaluk Women Group,Kedowa,,Nairobi,Kenya,https://www.kajiado.go.ke/rongai-women-launch-new-sacco-2/,http://www.rollingstone.com/tv/news/watch-samantha-bee-celebrate-womens-march-with-viral-quiet-choir-w463117,
International School Of Kenya,Peponi,,Nairobi,Kenya,https://www.isk.ac.ke/about-isk,https://www.isk.ac.ke/about-isk/school-calendar,https://www.isk.ac.ke/admissions/tuition-fees
Uni Supplies & Marketing Limited,Baba Dogo Road,,Nairobi,Kenya,https://www.studential.com/checklist,https://www.unikitout.com/,https://www.universityproducts.com/
Auto International Ltd,Kirinyaga Road,,Nairobi,Kenya,http://www.djaauto-internationalltd.co.uk/,http://zenixauto.investorroom.com/,
Intellisoft Consulting,Hurlingham - Marcus Garvey Rd,,Nairobi,Kenya,https://www.facebook.com/pages/Intellisoft-consulting/1479910192251714,http://www.intellisofttech.com/,http://www.intellisoftkenya.com/
Port Side Freight Terminals Ltd,Block 1/315 Shimanzi Highlevel Zanzibar Road,,Mombasa,Kenya,http://www.cfsreleaseorder.com/portsidecfs/,https://www.facebook.com/Portside-Freight-Terminals-Ltd-583482785127016/info,http://yellow.co.ke/portside-freight-terminals-ltd-mombasa
Wells Fargo Ltd,"South C, Red Cross Road","Off Popo Road, Off Mombasa Road",Nairobi,Kenya,
Menengai Rolling Mills Limited,Lr. No. Dagoretti/Kinoo 4835,"Kinoo Division, Muthiga Location",Kiambu,Kenya,https://www.naukri.com/menengai-rolling-mills-ltd-recruiters,
Shwari Healthcare Limited,Argwings Kodhek Rd,,Nairobi,Kenya,http://www.healthcareinkenya.com/flip/files/page/304.swf,https://www.indiamart.com/ishwarihealthcare/about-us.html,http://medicalkenya.co.ke/tag/shwari-health-care/
National Registration Bureau,Bima Towers Diego Rd,,Mombasa,Kenya,https://www.malawistar.com/tag/national-registration-bureau/,https://www.malawistar.com/tag/national-registration-bureau/,https://www.devex.com/jobs/national-registration-bureau-technical-advisor-ta-malawi-national-registration-bureau-330255
Royal Media Services Ltd,"Communication Centre, Lr 1/711 Main Street","Maalim Juma Road, Off Denis Pritt Road",Nairobi,Kenya,http://www.royalmedia.co.ke/about/
Mediheal Hospital And Fertility Centre - Eldoret,"Nandi Road, Behind De Restaurant",Uasin Gishu County,Eldoret,Kenya,https://softkenya.com/directory/mediheal-hospital-fertility-centre/,http://www.advance-africa.com/Mediheal-Group-of-Hospitals.html
Spice World Ltd,38 Nanyuki Road,Industrial Area,Nairobi,Kenya,http://www.spiceworldltd.co.ke/,https://www.facebook.com/pages/Spice-World-Ltd/185345178324307,https://www.facebook.com/pages/Spice-World-Ltd/185345178324307
Kenrub Ltd,"Plot No Lr 37/332,  Bunyala Road",,Nairobi,Kenya,https://sites.google.com/site/kenrubltd1/home,https://m.facebook.com/kenrublimited/
Sai Pharmaceuticals Limited,"Unit C1, Whitefield Place, 28 School Lane",Opposite Westlands Primary School Westlands,Nairobi,Kenya,http://www.healthcareinkenya.com/356-sai-pharmaceuticals-ltd
